房屋编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,供暖
TJ1824505335487143936,天津,河西,友谊路,文苑楼,23㎡,整租,南,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2284043333611560960,天津,河北,建昌道,原冰里,37㎡,整租,南,1000元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2293306590671151104,天津,南开,王顶堤,凤园南里,15㎡,合租,南/北,900元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2306550665842786304,天津,南开,万兴街,白堤东里,75㎡,合租,南/北,1200元/月,季付价,2室,1厅,1卫,随时入住,2年以内,一般下班后可看,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2265767020756729856,天津,塘沽,新河街,漓江里(塘沽区),40㎡,整租,南/北,1100元/月,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313517379461578752,天津,南开,万兴街,飞云东里,15㎡,合租,南,950元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,4,6层,无,免费使用,民水,民电,有,集中供暖
TJ2298449854776745984,天津,和平,南营门街,文化村,25㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,2019/8/15,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313183944910585856,天津,红桥,邵公庄,千禧园东区,9㎡,合租,西,1130元/月,季付价,5室,1厅,2卫,随时入住,1年,随时可看,6,7层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2291930467714473984,天津,河西,挂甲寺,景福里,45㎡,整租,北,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,9层,有,NULL,民水,民电,有,集中供暖
TJ2313526617340641280,天津,河东,向阳楼,星河花园,15㎡,合租,南,900元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,6,8层,无,免费使用,民水,民电,有,集中供暖
TJ2275210060148260864,天津,开发区,第三大街,星缘轩,59㎡,整租,南/北,2200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,12层,有,NULL,民水,民电,有,集中供暖
TJ2312209881417400320,天津,河西,挂甲寺,天津湾海景文苑,19㎡,合租,南,1300元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,21,33层,有,租用车位,民水,民电,有,集中供暖
TJ2294136253882843136,天津,南开,王顶堤,园荫北里,63㎡,整租,南,1100元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2313480741679538176,天津,红桥,邵公庄,跃进里,16㎡,合租,南,900元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,7,7层,无,免费使用,民水,民电,有,集中供暖
TJ2283954721691803648,天津,河西,陈塘庄,昆仑里(河西区),42㎡,整租,南/北,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313519978697474048,天津,红桥,邵公庄,跃进里,22㎡,合租,南,900元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,7,7层,无,免费使用,民水,民电,有,集中供暖
TJ2300437206726623232,天津,河西,挂甲寺,跃进楼,25㎡,整租,南,1400元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,NULL,NULL,有,集中供暖
TJ2118899551879569408,天津,塘沽,杭州道,治国里,54㎡,整租,南,1300元/月,季付价,1室,1厅,1卫,随时入住,1年以内,一般下班后可看,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2143963380355448832,天津,武清,中信广场,慧翔龍苑,198㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,14层,有,NULL,NULL,NULL,有,集中供暖
TJ2232487456832765952,天津,河西,挂甲寺,重华南里,24㎡,整租,南/北,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313517122284175360,天津,红桥,邵公庄,跃进里,20㎡,合租,南,900元/月,月付价,4室,1厅,1卫,随时入住,1年以上,随时可看,7,7层,无,免费使用,民水,民电,有,集中供暖
TJ2313496941557710848,天津,河西,挂甲寺,龙都花园南园,11㎡,合租,北,1390元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,1,6层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2310028540776816640,天津,和平,体育馆街,诚基经贸中心,67㎡,整租,东,2000元/月,季付价,1室,1厅,1卫,随时入住,1年,随时可看,25,50层,有,租用车位,民水,民电,有,集中供暖
TJ2273042993546002432,天津,河北,建昌道,建湖里,30㎡,整租,南,1100元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2072293902420803584,天津,南开,王顶堤,锋泛国际,79㎡,合租,南/北,1300元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2254136659312377856,天津,南开,王顶堤,林苑北里,15㎡,整租,北,600元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2273042990912520192,天津,滨海新区,大港,福居园,54㎡,整租,南/北,300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,11层,无,NULL,NULL,NULL,有,集中供暖
TJ2313537000416231424,天津,南开,体育中心街,金谷园,10㎡,合租,北,1190元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,7,7层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2313477624129142784,天津,南开,体育中心街,金谷园,12㎡,合租,东,1290元/月,季付价,2室,1厅,1卫,随时入住,1年,随时可看,7,7层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2313759761898160128,天津,河东,上杭路,第六大道道俊华园,10㎡,合租,北,1230元/月,季付价,3室,1厅,2卫,随时入住,1年,随时可看,5,5层,无,租用车位,民水,民电,有,NULL
TJ2110767250255921152,天津,塘沽,杭州道,宁发里,112㎡,整租,南/北,1000元/月,NULL,2室,2厅,2卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2283022834534195200,天津,河北,靖江路,靖江南里,36㎡,整租,南,1100元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2284795637717811200,天津,津南,咸水沽,普红馨苑,105㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2115907236655005696,天津,河西,越秀路,乘云里,22㎡,整租,西,1400元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313815409750982656,天津,西青,张家窝,津尚花园,9㎡,合租,南,930元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,17层,有,NULL,民水,民电,有,NULL
TJ2313448369773101056,天津,西青,张家窝,津尚花园,12㎡,合租,南,990元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,10,17层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2313428841034416128,天津,西青,张家窝,津尚花园,9㎡,合租,北,890元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,11,18层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2302797614745395200,天津,和平,南市,同庆后,26㎡,整租,东南,1500元/月,季付价,1室,NULL,1卫,随时入住,2年以内,需提前预约,低楼层,7层,无,NULL,NULL,民电,有,集中供暖
TJ2304967141851938816,天津,河东,春华街,明和里,40㎡,整租,南,1100元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,无,集中供暖
TJ2298428214298542080,天津,南开,嘉陵道街,雅阳家园,74㎡,整租,南,1200元/月,NULL,4室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,17层,无,NULL,NULL,NULL,有,NULL
TJ2278949963612291072,天津,河西,友谊路,恒盛SOHO,26㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,有,NULL,民水,民电,有,集中供暖
TJ2313806607139741696,天津,海河教育园区,咸水沽,融创中央学府,14㎡,合租,南,790元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,26,32层,无,NULL,民水,民电,有,NULL
TJ2310843282785042432,天津,西青,中北镇,碧水家园A区,16㎡,合租,南,650元/月,月付价,4室,1厅,1卫,随时入住,1个月以上,随时可看,6,9层,有,免费使用,民水,民电,有,集中供暖
TJ2307726566081167360,天津,河北,建昌道,育红东里,17㎡,整租,南,800元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2305784448399966208,天津,南开,嘉陵道街,宜宾东里,30㎡,整租,南,1200元/月,季付价,1室,NULL,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2278146350904786944,天津,蓟州,蓟县,路劲领山,50㎡,整租,南,850元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2313657047562067968,天津,南开,广开街,天江格调兰庭,21㎡,合租,北,1180元/月,月付价,3室,1厅,1卫,随时入住,1~2年,随时可看,8,9层,有,NULL,民水,民电,有,NULL
TJ2289146333111517184,天津,和平,体育馆街,伦安里,55㎡,整租,西北,2000元/月,季付价,1室,NULL,1卫,随时入住,1年以内,需提前预约,高楼层,3层,无,NULL,NULL,NULL,NULL,NULL
TJ2301320179138961408,天津,河东,二号桥街,地毯厂路18号,36㎡,整租,南,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2222850254402240512,天津,滨海新区,大港,双安里,55㎡,整租,南/北,550元/月,NULL,2室,1厅,1卫,随时入住,NULL,一般下班后可看,高楼层,3层,无,NULL,NULL,NULL,有,集中供暖
TJ2311375217739972608,天津,河西,下瓦房,东舍宅,10㎡,合租,北,1460元/月,季付价,2室,1厅,1卫,随时入住,1年,随时可看,8,8层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2313613067398946816,天津,红桥,铃铛阁,康华里,20㎡,合租,南,1100元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,4,7层,无,免费使用,民水,民电,有,集中供暖
TJ2299772055425925120,天津,塘沽,新港,北仑里,34㎡,整租,南,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2302775220072882176,天津,和平,体育馆街,诚基经贸中心,56㎡,整租,北,2100元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,50层,有,NULL,民水,民电,有,集中供暖
TJ2226719591227465728,天津,南开,王顶堤,昌宁北里,15㎡,合租,南,800元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,中楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2313589666295070720,天津,红桥,铃铛阁,康华里,20㎡,合租,南,1100元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2313288142259757056,天津,河东,向阳楼,翰澜苑,10㎡,合租,南,1230元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,11,33层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2280915471392325632,天津,南开,万兴街,西湖里,18㎡,整租,南,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2289845224794759168,天津,南开,万兴街,双峰里,14㎡,合租,南/北,800元/月,季付价,1室,NULL,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2275842080381616128,天津,武清,体育中心,盛世景园,90㎡,整租,南,800元/月,年付价,2室,2厅,1卫,随时入住,NULL,需提前预约,高楼层,22层,有,NULL,民水,民电,有,集中供暖
TJ2313854129258373120,天津,津南,咸水沽,富力又一城,12㎡,合租,南,790元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,22,39层,无,NULL,民水,民电,有,NULL
TJ2313835138875924480,天津,津南,咸水沽,富力又一城,11㎡,合租,西南,730元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,14,33层,无,NULL,民水,民电,有,NULL
TJ2301297637523202048,天津,河北,王串场,盛宇里,22㎡,整租,南,800元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2286096459814141952,天津,河西,天塔街,宾水里,33㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2162264289523023872,天津,北辰,双口镇,悦公馆,95㎡,整租,南/北,850元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2310042812122939392,天津,河东,春华街,城市之星大厦,14㎡,合租,西南,1000元/月,季付价,5室,1厅,1卫,随时入住,1年,随时可看,4,20层,有,免费使用,民水,民电,无,集中供暖
TJ2312328779005444096,天津,河西,天塔街,年德里,20㎡,合租,南,1050元/月,季付价,2室,1厅,1卫,随时入住,5~12个月,随时可看,5,5层,有,租用车位,民水,民电,有,集中供暖
TJ2312281346241724416,天津,开发区,第一大街,荣鑫园,75㎡,整租,南/北,2300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2304935119716360192,天津,河西,小海地,漓江里(河西区),61㎡,整租,东南,1300元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2300711902793170944,天津,河西,小海地,华江里,25㎡,整租,南,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313652455604494336,天津,南开,长虹街,盛达园,25㎡,合租,南,1190元/月,月付价,3室,1厅,1卫,随时入住,1~2年,随时可看,11,14层,有,NULL,民水,民电,有,NULL
TJ2313725205102460928,天津,河东,上杭路,懿德园,13㎡,合租,南,1230元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,6,6层,无,NULL,民水,民电,有,NULL
TJ2088189049662873600,天津,和平,南营门街,众诚里,37㎡,整租,西,1900元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2302221473462894592,天津,和平,体育馆街,昆明路,55㎡,整租,南,1800元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2245521692770713600,天津,河西,挂甲寺,景兴西里,38㎡,整租,南,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2283245029759918080,天津,南开,向阳路,原平里,35㎡,整租,南/北,700元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2303638776422858752,天津,和平,南营门街,世昌里,30㎡,整租,南,2000元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2313519092146896896,天津,河东,上杭路,懿德园,12㎡,合租,北,1230元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,9,9层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2304084069690122240,天津,津南,辛庄,首创城,96㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,2019/8/20,NULL,需提前预约,低楼层,6层,有,NULL,民水,民电,有,集中供暖
TJ2313506561689403392,天津,河东,太阳城,秀丽园,13㎡,合租,南,1190元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,4,6层,无,NULL,民水,民电,有,NULL
TJ2242018109470801920,天津,河北,建昌道,乐桥里,40㎡,整租,南,1200元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2023163608699248640,天津,西青,张家窝,保利金融街诺丁山,83㎡,整租,南/北,800元/月,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,低楼层,24层,有,NULL,民水,民电,有,集中供暖
TJ2264985168886906880,天津,和平,体育馆街,马场道,27㎡,整租,南,1200元/月,NULL,1室,1厅,NULL,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2252789163864891392,天津,北辰,果园新村,朝阳里（北辰区）,12㎡,合租,南,600元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2298535868853927936,天津,河西,越秀路,绮云里,38㎡,整租,南,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2313514107040972800,天津,河东,太阳城,秀丽园,16㎡,合租,南,1000元/月,月付价,4室,1厅,1卫,随时入住,1年,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2255747237160427520,天津,河西,下瓦房,解放南路,13㎡,整租,南,900元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,未知,6层,无,NULL,民水,民电,有,集中供暖
TJ2313563556634959872,天津,河东,常州道,倚营里,11㎡,合租,东,950元/月,季付价,3室,1厅,1卫,随时入住,1~3年,随时可看,6,6层,无,NULL,民水,民电,有,集中供暖
TJ2178233006626709504,天津,和平,新兴街,振河里,45㎡,整租,南,1700元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2313519722408722432,天津,河东,常州道,倚营里,11㎡,合租,南,950元/月,季付价,5室,1厅,1卫,随时入住,1年,随时可看,5,6层,无,NULL,民水,民电,有,集中供暖
TJ2274324543092817920,天津,河西,天塔街,富顺里,38㎡,整租,南,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2252625309520101376,天津,南开,王顶堤,林苑北里,14㎡,整租,西,900元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
